task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,posthoc_exploratory,baseline_reused
OpenBMI_ERP,OpenBMI,1,0,26,LiteBN_XS,0.9415151515151516,0.8843643806848641,0.9267676767676768,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,1,0,28,LiteBN_BASELINE,0.9187878787878788,0.8680609279617217,0.9171717171717172,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,True
OpenBMI_ERP,OpenBMI,1,0,28,LiteBN_XS,0.9242424242424244,0.8471238833193948,0.897979797979798,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,1,0,31,LiteBN_BASELINE,0.9272727272727272,0.8722786647314948,0.9191919191919192,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,True
OpenBMI_ERP,OpenBMI,1,0,31,LiteBN_XS,0.9166666666666669,0.8448701674378645,0.8974747474747474,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,1,0,35,LiteBN_BASELINE,0.87,0.8230706807521133,0.8883838383838384,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,True
OpenBMI_ERP,OpenBMI,1,0,35,LiteBN_XS,0.9006060606060606,0.8543286939774479,0.9090909090909092,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,1,0,40,LiteBN_BASELINE,0.7966666666666666,0.7543442937847247,0.842929292929293,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,True
OpenBMI_ERP,OpenBMI,1,0,40,LiteBN_XS,0.8066666666666666,0.7909628378378378,0.8777777777777778,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,1,0,43,LiteBN_BASELINE,0.936060606060606,0.8698073648256244,0.9156565656565656,1980,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,True
OpenBMI_ERP,OpenBMI,1,0,43,LiteBN_XS,0.9254545454545456,0.842976779596498,0.8939393939393939,1980,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True,False
OpenBMI_ERP,OpenBMI,2,0,1,LiteBN_BASELINE,0.7560606060606061,0.7329853687677996,0.8378787878787879,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,1,LiteBN_XS,0.7763636363636364,0.7500902744342802,0.8474747474747475,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,11,LiteBN_BASELINE,0.9687878787878788,0.93641125687754,0.9621212121212122,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,11,LiteBN_XS,0.9696969696969696,0.9479404031551272,0.9696969696969696,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,23,LiteBN_BASELINE,0.5533333333333333,0.5590526203724424,0.7929292929292929,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,23,LiteBN_XS,0.546969696969697,0.5511264444478342,0.7823232323232323,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,30,LiteBN_BASELINE,0.9393939393939394,0.9030020051657937,0.9414141414141414,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,30,LiteBN_XS,0.921818181818182,0.8957734665030523,0.9383838383838384,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,48,LiteBN_BASELINE,0.8078787878787879,0.7853396526644312,0.8717171717171717,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,48,LiteBN_XS,0.8063636363636364,0.7944816126634309,0.8813131313131313,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,50,LiteBN_BASELINE,0.5118181818181818,0.5117733521630112,0.7277777777777777,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,50,LiteBN_XS,0.5154545454545455,0.5158256972510104,0.75,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,52,LiteBN_BASELINE,0.8178787878787879,0.819814992320218,0.9005050505050505,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,52,LiteBN_XS,0.8,0.8066620472866776,0.8949494949494949,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,2,0,8,LiteBN_BASELINE,0.7648484848484849,0.7585365853658537,0.8626262626262626,1980,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,True
OpenBMI_ERP,OpenBMI,2,0,8,LiteBN_XS,0.766969696969697,0.7609209807527519,0.8641414141414141,1980,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,True,False
OpenBMI_ERP,OpenBMI,3,0,10,LiteBN_BASELINE,0.7981818181818181,0.7699506499759268,0.8595959595959596,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,10,LiteBN_XS,0.7554545454545454,0.7420139229336209,0.848989898989899,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,16,LiteBN_BASELINE,0.8378787878787879,0.8143208700824169,0.8893939393939394,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,16,LiteBN_XS,0.813939393939394,0.806474175035868,0.8898989898989899,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,19,LiteBN_BASELINE,0.9566666666666668,0.9037905195973428,0.93989898989899,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,19,LiteBN_XS,0.9657575757575758,0.9201426671251484,0.951010101010101,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,22,LiteBN_BASELINE,0.8918181818181818,0.7889731962179611,0.847979797979798,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,22,LiteBN_XS,0.9184848484848483,0.8625648227092633,0.9126262626262628,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,27,LiteBN_BASELINE,0.9609090909090908,0.9139084447989148,0.946969696969697,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,27,LiteBN_XS,0.963939393939394,0.9184961241792752,0.95,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,34,LiteBN_BASELINE,0.8587878787878788,0.7597259301553988,0.8252525252525252,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,34,LiteBN_XS,0.9112121212121213,0.8294946246546516,0.8843434343434343,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,45,LiteBN_BASELINE,0.8309090909090909,0.7896319654301522,0.8676767676767677,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,45,LiteBN_XS,0.7142424242424242,0.717121664303375,0.8449494949494949,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,3,0,49,LiteBN_BASELINE,0.8693939393939394,0.7801412411498223,0.8449494949494949,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,True
OpenBMI_ERP,OpenBMI,3,0,49,LiteBN_XS,0.8984848484848484,0.8069760419682703,0.8651515151515151,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,True,False
OpenBMI_ERP,OpenBMI,4,0,20,LiteBN_BASELINE,0.8845454545454545,0.8185645933014354,0.8803030303030303,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,20,LiteBN_XS,0.886969696969697,0.8277091474638502,0.8883838383838384,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,21,LiteBN_BASELINE,0.8636363636363636,0.7883021102497847,0.8555555555555555,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,21,LiteBN_XS,0.8433333333333333,0.7788324331825309,0.852020202020202,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,41,LiteBN_BASELINE,0.8906060606060606,0.8419770091659493,0.9005050505050505,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,41,LiteBN_XS,0.896969696969697,0.8202383204085493,0.8787878787878788,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,44,LiteBN_BASELINE,0.8993939393939394,0.7932432947299054,0.8505050505050505,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,44,LiteBN_XS,0.9166666666666666,0.8361075215089507,0.8893939393939394,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,46,LiteBN_BASELINE,0.7048484848484848,0.6499009820959463,0.7525252525252525,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,46,LiteBN_XS,0.7003030303030303,0.6604874740263484,0.7732323232323233,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,53,LiteBN_BASELINE,0.6563636363636364,0.6507379337854009,0.798989898989899,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,53,LiteBN_XS,0.6966666666666667,0.6871256115512885,0.8176767676767677,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,7,LiteBN_BASELINE,0.8815151515151516,0.8085114371654687,0.8712121212121212,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,7,LiteBN_XS,0.8548484848484849,0.7909621155785627,0.8611111111111112,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
OpenBMI_ERP,OpenBMI,4,0,9,LiteBN_BASELINE,0.8333333333333334,0.8005640612409348,0.8777777777777778,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,True
OpenBMI_ERP,OpenBMI,4,0,9,LiteBN_XS,0.7875757575757576,0.7737944172157515,0.8681818181818182,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,True,False
