dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-42,0.715,0.715,0.714935860568628,0.5645166262698921,0.1948785999852806,0.13611325569283722,current,0.69,0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-44,0.865,0.865,0.8649966249156229,0.3401573048403735,0.10695833018675736,0.08653367476218282,current,0.845,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-45,0.95,0.95,0.95,0.1586055276017784,0.04239333673524625,0.07300594017964392,current,0.945,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-47,0.95,0.95,0.9499799919967987,0.1674607230263676,0.046087945792829516,0.07725416741153854,current,0.965,-0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-48,0.855,0.855,0.8536794571003304,0.35205010780724355,0.11302208571686244,0.10689050595675864,current,0.835,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-49,0.925,0.925,0.9249530956848031,0.21614934798666666,0.06029970261807722,0.06166032411552824,current,0.895,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-5,0.86,0.86,0.859775641025641,0.31617938750781877,0.10241605632054811,0.0592380437564898,current,0.81,0.04999999999999993,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-50,0.955,0.955,0.9549898727213624,0.10759761429540136,0.030759711106474602,0.04669040326224543,current,0.965,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-6,0.9299999999999999,0.93,0.9299929992999301,0.15452517292910736,0.04928982961520248,0.04657436620406106,current,0.9199999999999999,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-7,0.835,0.835,0.8337991992143234,0.39073470312795705,0.12607157761999493,0.10790007637747542,current,0.8049999999999999,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260822,sub-9,0.53,0.53,0.5283018867924528,0.6678995911929048,0.241323931142498,0.1474885845380368,current,0.5900000000000001,-0.06000000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-1,0.9450000000000001,0.945,0.9449325423643964,0.2207131522810396,0.05685847537031207,0.12533416135044803,current,0.965,-0.019999999999999907,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-11,0.75,0.75,0.7474747474747474,0.49283403839924206,0.1653756637500537,0.09320767352309547,current,0.75,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-12,0.755,0.755,0.7542566262945409,0.45278063955709436,0.15313600212104145,0.06260870099375346,current,0.7350000000000001,0.019999999999999907,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-13,0.875,0.875,0.8738616009485607,0.31736313281913997,0.09716413177440711,0.09569923784743745,current,0.865,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-14,0.55,0.55,0.5366079703429101,0.7453397409071707,0.26366476225859153,0.15404154327163228,current,0.6000000000000001,-0.050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-16,0.56,0.56,0.5469055710019566,0.7285207578614475,0.2596797108897121,0.12507687722976926,current,0.5700000000000001,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-17,0.8200000000000001,0.82,0.8197115384615384,0.3551734229033171,0.11580248307201342,0.07688014574112992,current,0.845,-0.02499999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-18,0.6699999999999999,0.67,0.6694711538461539,0.6259688364891651,0.21861953640496595,0.08355529712958036,current,0.6499999999999999,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-19,0.9550000000000001,0.955,0.9549718574108819,0.13762389046715648,0.0404712867606871,0.03566605999372376,current,0.9450000000000001,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-2,0.7649999999999999,0.765,0.7642869680784372,0.4703579741291825,0.15555285279244485,0.07571230259472139,current,0.7250000000000001,0.039999999999999813,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-21,0.8400000000000001,0.84,0.8398558702832549,0.29193885863584296,0.09500660838462834,0.09394302896367437,current,0.8600000000000001,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-22,0.7549999999999999,0.755,0.7539604830408475,0.49263943980260505,0.1606506543528717,0.08082288445466351,current,0.75,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-23,0.99,0.99,0.9899989998999901,0.055856404243358124,0.012500558965397458,0.04315230228735208,current,0.99,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-24,0.9690656565656566,0.9692307692307692,0.9692105263157895,0.12299391462998087,0.03330747021317276,0.0564370746455184,current,0.9433396464646464,0.025726010101010166,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-25,0.975,0.975,0.9749843652282677,0.07551139953709568,0.019142570621967867,0.04087376208125475,current,0.98,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-26,0.72,0.72,0.7197477729956961,0.5197489532342465,0.1763726458460861,0.0890446682374067,current,0.73,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-27,0.63,0.63,0.6009060511271707,0.6409442926566181,0.22517520799277654,0.09854687432414515,current,0.6699999999999999,-0.039999999999999925,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-28,0.735,0.735,0.7307936507936508,0.5296967084777171,0.18184968625076386,0.14404899697669063,current,0.66,0.07499999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-29,0.95,0.95,0.95,0.1851969010069758,0.045655871818704806,0.10664413413004245,current,0.915,0.03499999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-3,0.88,0.88,0.8792270531400965,0.30002303680344833,0.08868453165868448,0.08316419158751705,current,0.88,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-30,0.905,0.905,0.9048834822657756,0.2929194052664625,0.07757903387010087,0.04642783449006973,current,0.875,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-31,0.62,0.62,0.6153456827614131,0.6629189301600448,0.23403508840111747,0.1115117120471119,current,0.585,0.03500000000000003,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-32,0.7150000000000001,0.715,0.7144217039504998,0.5520574176396009,0.18588914268499315,0.0931520013693306,current,0.62,0.09500000000000008,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-33,0.985,0.985,0.9849996249906248,0.061320172558204045,0.012532771845893442,0.046322667500204,current,0.97,0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-34,0.63,0.63,0.6161427533976553,0.6769544052502308,0.23951233208865624,0.10118886200369978,current,0.575,0.05500000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-35,0.94,0.94,0.93999399939994,0.1521652856146081,0.04414292614067485,0.05257154476330404,current,0.9299999999999999,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-36,0.985,0.985,0.9849996249906248,0.06183312118504794,0.01433202907603455,0.04288963613809202,current,0.98,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-37,0.85,0.85,0.8487750781328763,0.3529627806399941,0.10851594195415426,0.07820279622850991,current,0.845,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-38,0.505,0.505,0.5048885999349854,0.7186960584264493,0.26256134994297303,0.1325928843169386,current,0.515,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-41,0.935,0.935,0.934998374959374,0.17417747093125954,0.049848046184261904,0.06792469529658503,current,0.89,0.04500000000000004,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-42,0.715,0.715,0.714935860568628,0.5645166262698921,0.1948785999852806,0.13611325569283722,current,0.69,0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-44,0.865,0.865,0.8649966249156229,0.3401573048403735,0.10695833018675736,0.08653367476218282,current,0.845,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-45,0.95,0.95,0.95,0.1586055276017784,0.04239333673524625,0.07300594017964392,current,0.945,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-47,0.95,0.95,0.9499799919967987,0.1674607230263676,0.046087945792829516,0.07725416741153854,current,0.965,-0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-48,0.855,0.855,0.8536794571003304,0.35205010780724355,0.11302208571686244,0.10689050595675864,current,0.835,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-49,0.925,0.925,0.9249530956848031,0.21614934798666666,0.06029970261807722,0.06166032411552824,current,0.895,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-5,0.86,0.86,0.859775641025641,0.31617938750781877,0.10241605632054811,0.0592380437564898,current,0.81,0.04999999999999993,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-50,0.955,0.955,0.9549898727213624,0.10759761429540136,0.030759711106474602,0.04669040326224543,current,0.965,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-6,0.9299999999999999,0.93,0.9299929992999301,0.15452517292910736,0.04928982961520248,0.04657436620406106,current,0.9199999999999999,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-7,0.835,0.835,0.8337991992143234,0.39073470312795705,0.12607157761999493,0.10790007637747542,current,0.8049999999999999,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260823,sub-9,0.53,0.53,0.5283018867924528,0.6678995911929048,0.241323931142498,0.1474885845380368,current,0.5900000000000001,-0.06000000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-1,0.9450000000000001,0.945,0.9449325423643964,0.2207131522810396,0.05685847537031207,0.12533416135044803,current,0.965,-0.019999999999999907,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-11,0.75,0.75,0.7474747474747474,0.49283403839924206,0.1653756637500537,0.09320767352309547,current,0.75,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-12,0.755,0.755,0.7542566262945409,0.45278063955709436,0.15313600212104145,0.06260870099375346,current,0.7350000000000001,0.019999999999999907,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-13,0.875,0.875,0.8738616009485607,0.31736313281913997,0.09716413177440711,0.09569923784743745,current,0.865,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-14,0.55,0.55,0.5366079703429101,0.7453397409071707,0.26366476225859153,0.15404154327163228,current,0.6000000000000001,-0.050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-16,0.56,0.56,0.5469055710019566,0.7285207578614475,0.2596797108897121,0.12507687722976926,current,0.5700000000000001,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-17,0.8200000000000001,0.82,0.8197115384615384,0.3551734229033171,0.11580248307201342,0.07688014574112992,current,0.845,-0.02499999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-18,0.6699999999999999,0.67,0.6694711538461539,0.6259688364891651,0.21861953640496595,0.08355529712958036,current,0.6499999999999999,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-19,0.9550000000000001,0.955,0.9549718574108819,0.13762389046715648,0.0404712867606871,0.03566605999372376,current,0.9450000000000001,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-2,0.7649999999999999,0.765,0.7642869680784372,0.4703579741291825,0.15555285279244485,0.07571230259472139,current,0.7250000000000001,0.039999999999999813,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-21,0.8400000000000001,0.84,0.8398558702832549,0.29193885863584296,0.09500660838462834,0.09394302896367437,current,0.8600000000000001,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-22,0.7549999999999999,0.755,0.7539604830408475,0.49263943980260505,0.1606506543528717,0.08082288445466351,current,0.75,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-23,0.99,0.99,0.9899989998999901,0.055856404243358124,0.012500558965397458,0.04315230228735208,current,0.99,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-24,0.9690656565656566,0.9692307692307692,0.9692105263157895,0.12299391462998087,0.03330747021317276,0.0564370746455184,current,0.9433396464646464,0.025726010101010166,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-25,0.975,0.975,0.9749843652282677,0.07551139953709568,0.019142570621967867,0.04087376208125475,current,0.98,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-26,0.72,0.72,0.7197477729956961,0.5197489532342465,0.1763726458460861,0.0890446682374067,current,0.73,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-27,0.63,0.63,0.6009060511271707,0.6409442926566181,0.22517520799277654,0.09854687432414515,current,0.6699999999999999,-0.039999999999999925,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-28,0.735,0.735,0.7307936507936508,0.5296967084777171,0.18184968625076386,0.14404899697669063,current,0.66,0.07499999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-29,0.95,0.95,0.95,0.1851969010069758,0.045655871818704806,0.10664413413004245,current,0.915,0.03499999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-3,0.88,0.88,0.8792270531400965,0.30002303680344833,0.08868453165868448,0.08316419158751705,current,0.88,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-30,0.905,0.905,0.9048834822657756,0.2929194052664625,0.07757903387010087,0.04642783449006973,current,0.875,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-31,0.62,0.62,0.6153456827614131,0.6629189301600448,0.23403508840111747,0.1115117120471119,current,0.585,0.03500000000000003,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-32,0.7150000000000001,0.715,0.7144217039504998,0.5520574176396009,0.18588914268499315,0.0931520013693306,current,0.62,0.09500000000000008,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-33,0.985,0.985,0.9849996249906248,0.061320172558204045,0.012532771845893442,0.046322667500204,current,0.97,0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-34,0.63,0.63,0.6161427533976553,0.6769544052502308,0.23951233208865624,0.10118886200369978,current,0.575,0.05500000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-35,0.94,0.94,0.93999399939994,0.1521652856146081,0.04414292614067485,0.05257154476330404,current,0.9299999999999999,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-36,0.985,0.985,0.9849996249906248,0.06183312118504794,0.01433202907603455,0.04288963613809202,current,0.98,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-37,0.85,0.85,0.8487750781328763,0.3529627806399941,0.10851594195415426,0.07820279622850991,current,0.845,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-38,0.505,0.505,0.5048885999349854,0.7186960584264493,0.26256134994297303,0.1325928843169386,current,0.515,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-41,0.935,0.935,0.934998374959374,0.17417747093125954,0.049848046184261904,0.06792469529658503,current,0.89,0.04500000000000004,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-42,0.715,0.715,0.714935860568628,0.5645166262698921,0.1948785999852806,0.13611325569283722,current,0.69,0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-44,0.865,0.865,0.8649966249156229,0.3401573048403735,0.10695833018675736,0.08653367476218282,current,0.845,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-45,0.95,0.95,0.95,0.1586055276017784,0.04239333673524625,0.07300594017964392,current,0.945,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-47,0.95,0.95,0.9499799919967987,0.1674607230263676,0.046087945792829516,0.07725416741153854,current,0.965,-0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-48,0.855,0.855,0.8536794571003304,0.35205010780724355,0.11302208571686244,0.10689050595675864,current,0.835,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-49,0.925,0.925,0.9249530956848031,0.21614934798666666,0.06029970261807722,0.06166032411552824,current,0.895,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-5,0.86,0.86,0.859775641025641,0.31617938750781877,0.10241605632054811,0.0592380437564898,current,0.81,0.04999999999999993,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-50,0.955,0.955,0.9549898727213624,0.10759761429540136,0.030759711106474602,0.04669040326224543,current,0.965,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-6,0.9299999999999999,0.93,0.9299929992999301,0.15452517292910736,0.04928982961520248,0.04657436620406106,current,0.9199999999999999,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-7,0.835,0.835,0.8337991992143234,0.39073470312795705,0.12607157761999493,0.10790007637747542,current,0.8049999999999999,0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4_SEED_20260824,sub-9,0.53,0.53,0.5283018867924528,0.6678995911929048,0.241323931142498,0.1474885845380368,current,0.5900000000000001,-0.06000000000000005,False
