fold,seed,protected_block_id,dose,group_id,control_id,subject_id,baseline_BA,post_BA,harm,alpha,head,outer_test_used,outer_membership_enumerated
0,1,5,LOW,N,N_B5_010,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_010,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_011,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_012,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_013,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_014,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_015,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_016,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_017,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_018,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_019,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_020,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_021,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_022,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_023,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_024,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_025,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_026,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_027,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_028,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_029,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_030,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_031,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_032,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_033,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_034,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_035,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_036,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_037,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_038,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_039,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_040,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_041,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_042,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,3,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,6,0.85,0.85,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,10,0.76,0.76,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,17,0.58,0.58,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,28,0.96,0.96,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,45,0.8400000000000001,0.8400000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,48,0.55,0.55,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_043,54,0.5700000000000001,0.5700000000000001,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_044,1,0.72,0.72,0.0,0.0,refit,False,False
0,1,5,LOW,N,N_B5_044,3,0.96,0.96,0.0,0.0,refit,False,False
