path,bytes,status,sha256,depth1,point1,head
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-2\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-2\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-2\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-3\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-3\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-3\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-4\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-4\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\OpenBMI\fold-4\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-0\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-0\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-0\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-1\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-1\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-1\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-2\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-2\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-2\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-3\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-3\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-3\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-4\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-4\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\A\q0.50_l1.00\WBCIC\fold-4\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-0\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-0\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-0\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-1\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-1\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-1\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-2\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-2\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-2\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-3\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-3\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-3\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-4\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-4\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\OpenBMI\fold-4\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-0\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-0\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-0\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-1\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-1\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-1\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-2\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-2\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-2\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-3\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-3\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-3\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-4\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-4\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\erm\WBCIC\fold-4\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-0\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-0\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-0\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-1\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-1\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-1\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-2\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-2\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-2\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-3\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-3\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-3\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-4\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-4\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\OpenBMI\fold-4\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-0\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-0\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-0\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-1\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-1\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-1\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-2\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-2\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-2\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-3\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-3\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-3\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-4\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-4\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.25\WBCIC\fold-4\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-0\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-0\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-0\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-1\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-1\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-1\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-2\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-2\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-2\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-3\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-3\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-3\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-4\seed-0\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-4\seed-1\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\OpenBMI\fold-4\seed-2\model.pt,101213,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-0\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-0\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-0\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-1\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-1\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-1\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-2\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-2\seed-1\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-2\seed-2\model.pt,100701,NOT_COMPACTLITE,,,,
D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_me_hard_scst_v2\runtime\source_units\B\q0.25_l0.50\WBCIC\fold-3\seed-0\model.pt,100701,NOT_COMPACTLITE,,,,
